Concept code,Concept description,Vocabulary,Cancer
36552851,"Papillary carcinoma, NOS, of soft palate, NOS",ICDO3,Head and Neck
36517329,"Papillary carcinoma, NOS, of sphenoid sinus",ICDO3,Head and Neck
36521108,"Papillary carcinoma, NOS, of subglottis",ICDO3,Head and Neck
36519126,"Papillary carcinoma, NOS, of sublingual gland",ICDO3,Head and Neck
36534907,"Papillary carcinoma, NOS, of submandibular gland",ICDO3,Head and Neck
36522520,"Papillary carcinoma, NOS, of superior wall of nasopharynx",ICDO3,Head and Neck
36565942,"Papillary carcinoma, NOS, of supraglottis",ICDO3,Head and Neck
36538325,"Papillary carcinoma, NOS, of tongue, NOS",ICDO3,Head and Neck
36535024,"Papillary carcinoma, NOS, of tonsil, NOS",ICDO3,Head and Neck
36556205,"Papillary carcinoma, NOS, of tonsillar fossa",ICDO3,Head and Neck
36532755,"Papillary carcinoma, NOS, of tonsillar pillar",ICDO3,Head and Neck
36537560,"Papillary carcinoma, NOS, of upper Gum",ICDO3,Head and Neck
36528465,"Papillary carcinoma, NOS, of uvula",ICDO3,Head and Neck
36523544,"Papillary carcinoma, NOS, of vallecula",ICDO3,Head and Neck
36561148,"Papillary carcinoma, NOS, of ventral surface of tongue, NOS",ICDO3,Head and Neck
36535624,"Papillary carcinoma, NOS, of vestibule of mouth",ICDO3,Head and Neck
36526991,"Papillary cystadenocarcinoma, NOS, of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36553444,"Papillary cystadenocarcinoma, NOS, of anterior floor of mouth",ICDO3,Head and Neck
36555496,"Papillary cystadenocarcinoma, NOS, of anterior surface of epiglottis",ICDO3,Head and Neck
36564875,"Papillary cystadenocarcinoma, NOS, of base of tongue, NOS",ICDO3,Head and Neck
36541839,"Papillary cystadenocarcinoma, NOS, of border of tongue",ICDO3,Head and Neck
36562118,"Papillary cystadenocarcinoma, NOS, of cheeck mucosa",ICDO3,Head and Neck
36566116,"Papillary cystadenocarcinoma, NOS, of commissure of lip",ICDO3,Head and Neck
36543013,"Papillary cystadenocarcinoma, NOS, of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36549497,"Papillary cystadenocarcinoma, NOS, of external lip, NOS",ICDO3,Head and Neck
36553708,"Papillary cystadenocarcinoma, NOS, of external lower lip",ICDO3,Head and Neck
36520019,"Papillary cystadenocarcinoma, NOS, of external upper lip",ICDO3,Head and Neck
36566322,"Papillary cystadenocarcinoma, NOS, of floor of mouth, NOS",ICDO3,Head and Neck
36518692,"Papillary cystadenocarcinoma, NOS, of gum, NOS",ICDO3,Head and Neck
36525159,"Papillary cystadenocarcinoma, NOS, of hard palate",ICDO3,Head and Neck
36551671,"Papillary cystadenocarcinoma, NOS, of lateral floor of mouth",ICDO3,Head and Neck
36539953,"Papillary cystadenocarcinoma, NOS, of lateral wall of oropharynx",ICDO3,Head and Neck
36556266,"Papillary cystadenocarcinoma, NOS, of lingual tonsil",ICDO3,Head and Neck
36525884,"Papillary cystadenocarcinoma, NOS, of lip, NOS",ICDO3,Head and Neck
36544190,"Papillary cystadenocarcinoma, NOS, of lower gum",ICDO3,Head and Neck
36525604,"Papillary cystadenocarcinoma, NOS, of mouth, NOS",ICDO3,Head and Neck
36522397,"Papillary cystadenocarcinoma, NOS, of mucosa of lip, NOS",ICDO3,Head and Neck
36556293,"Papillary cystadenocarcinoma, NOS, of mucosa of lower lip",ICDO3,Head and Neck
36565935,"Papillary cystadenocarcinoma, NOS, of mucosa of upper lip",ICDO3,Head and Neck
36556728,"Papillary cystadenocarcinoma, NOS, of oropharynx, NOS",ICDO3,Head and Neck
36523822,"Papillary cystadenocarcinoma, NOS, of overlapping lesion of floor of mouth",ICDO3,Head and Neck
36540025,"Papillary cystadenocarcinoma, NOS, of overlapping lesion of lip",ICDO3,Head and Neck
36523150,"Papillary cystadenocarcinoma, NOS, of overlapping lesion of lip, oral cavity and pharynx",ICDO3,Head and Neck
36554558,"Papillary cystadenocarcinoma, NOS, of overlapping lesion of other and unspecified parts of mouth",ICDO3,Head and Neck
36548563,"Papillary cystadenocarcinoma, NOS, of overlapping lesion of palate",ICDO3,Head and Neck
36523130,"Papillary cystadenocarcinoma, NOS, of overlapping lesion of tongue",ICDO3,Head and Neck
36558458,"Papillary cystadenocarcinoma, NOS, of overlapping lesion of tonsil",ICDO3,Head and Neck
36538530,"Papillary cystadenocarcinoma, NOS, of overlapping lesions of oropharynx",ICDO3,Head and Neck
36543000,"Papillary cystadenocarcinoma, NOS, of palate, NOS",ICDO3,Head and Neck
44501270,"Papillary cystadenocarcinoma, NOS, of parotid gland",ICDO3,Head and Neck
36529480,"Papillary cystadenocarcinoma, NOS, of pharynx, NOS",ICDO3,Head and Neck
36518322,"Papillary cystadenocarcinoma, NOS, of posterior wall of oropharynx",ICDO3,Head and Neck
36521871,"Papillary cystadenocarcinoma, NOS, of retromolar area",ICDO3,Head and Neck
36520589,"Papillary cystadenocarcinoma, NOS, of soft palate, NOS",ICDO3,Head and Neck
36567399,"Papillary cystadenocarcinoma, NOS, of tongue, NOS",ICDO3,Head and Neck
36553759,"Papillary cystadenocarcinoma, NOS, of tonsil, NOS",ICDO3,Head and Neck
36563659,"Papillary cystadenocarcinoma, NOS, of tonsillar fossa",ICDO3,Head and Neck
36560145,"Papillary cystadenocarcinoma, NOS, of tonsillar pillar",ICDO3,Head and Neck
36528739,"Papillary cystadenocarcinoma, NOS, of upper Gum",ICDO3,Head and Neck
36555024,"Papillary cystadenocarcinoma, NOS, of uvula",ICDO3,Head and Neck
36537383,"Papillary cystadenocarcinoma, NOS, of vallecula",ICDO3,Head and Neck
36565279,"Papillary cystadenocarcinoma, NOS, of ventral surface of tongue, NOS",ICDO3,Head and Neck
36555240,"Papillary cystadenocarcinoma, NOS, of vestibule of mouth",ICDO3,Head and Neck
36545680,"Papillary squamous cell carcinoma of accessory sinus, NOS",ICDO3,Head and Neck
44499681,"Papillary squamous cell carcinoma of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36550683,Papillary squamous cell carcinoma of anterior floor of mouth,ICDO3,Head and Neck
36553203,Papillary squamous cell carcinoma of anterior surface of epiglottis,ICDO3,Head and Neck
36561113,Papillary squamous cell carcinoma of anterior wall of nasopharynx,ICDO3,Head and Neck
44501251,"Papillary squamous cell carcinoma of base of tongue, NOS",ICDO3,Head and Neck
36527479,Papillary squamous cell carcinoma of border of tongue,ICDO3,Head and Neck
36523396,Papillary squamous cell carcinoma of cheeck mucosa,ICDO3,Head and Neck
44502857,Papillary squamous cell carcinoma of commissure of lip,ICDO3,Head and Neck
36551869,"Papillary squamous cell carcinoma of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36534248,Papillary squamous cell carcinoma of ethmoid sinus,ICDO3,Head and Neck
36554681,"Papillary squamous cell carcinoma of external lip, NOS",ICDO3,Head and Neck
36518493,Papillary squamous cell carcinoma of external lower lip,ICDO3,Head and Neck
36537636,Papillary squamous cell carcinoma of external upper lip,ICDO3,Head and Neck
36540848,"Papillary squamous cell carcinoma of floor of mouth, NOS",ICDO3,Head and Neck
36559064,Papillary squamous cell carcinoma of frontal sinus,ICDO3,Head and Neck
44499869,Papillary squamous cell carcinoma of glottis,ICDO3,Head and Neck
36558654,"Papillary squamous cell carcinoma of gum, NOS",ICDO3,Head and Neck
36549657,Papillary squamous cell carcinoma of hard palate,ICDO3,Head and Neck
36554706,Papillary squamous cell carcinoma of hypopharyngeal aspect of aryepiglottic fold,ICDO3,Head and Neck
44504552,"Papillary squamous cell carcinoma of hypopharynx, NOS",ICDO3,Head and Neck
36541587,Papillary squamous cell carcinoma of laryngeal cartilage,ICDO3,Head and Neck
44504920,"Papillary squamous cell carcinoma of larynx, NOS",ICDO3,Head and Neck
36557857,Papillary squamous cell carcinoma of lateral floor of mouth,ICDO3,Head and Neck
36523273,Papillary squamous cell carcinoma of lateral wall of nasopharynx,ICDO3,Head and Neck
36538964,Papillary squamous cell carcinoma of lateral wall of oropharynx,ICDO3,Head and Neck
36522926,Papillary squamous cell carcinoma of lingual tonsil,ICDO3,Head and Neck
36561306,"Papillary squamous cell carcinoma of lip, NOS",ICDO3,Head and Neck
44501929,Papillary squamous cell carcinoma of lower gum,ICDO3,Head and Neck
36526952,"Papillary squamous cell carcinoma of major salivary gland, NOS",ICDO3,Head and Neck
36520527,Papillary squamous cell carcinoma of maxillary sinus,ICDO3,Head and Neck
36524363,"Papillary squamous cell carcinoma of mouth, NOS",ICDO3,Head and Neck
36537777,"Papillary squamous cell carcinoma of mucosa of lip, NOS",ICDO3,Head and Neck
36549410,Papillary squamous cell carcinoma of mucosa of lower lip,ICDO3,Head and Neck
36529699,Papillary squamous cell carcinoma of mucosa of upper lip,ICDO3,Head and Neck
36559295,Papillary squamous cell carcinoma of nasal cavity,ICDO3,Head and Neck
36544355,"Papillary squamous cell carcinoma of nasopharynx, NOS",ICDO3,Head and Neck
44503821,"Papillary squamous cell carcinoma of oropharynx, NOS",ICDO3,Head and Neck
36551384,Papillary squamous cell carcinoma of overlapping lesion of accessory sinuses,ICDO3,Head and Neck
36554708,Papillary squamous cell carcinoma of overlapping lesion of floor of mouth,ICDO3,Head and Neck
36535282,Papillary squamous cell carcinoma of overlapping lesion of hypopharynx,ICDO3,Head and Neck
36548250,Papillary squamous cell carcinoma of overlapping lesion of larynx,ICDO3,Head and Neck
36540777,Papillary squamous cell carcinoma of overlapping lesion of lip,ICDO3,Head and Neck
36539323,"Papillary squamous cell carcinoma of overlapping lesion of lip, oral cavity and pharynx",ICDO3,Head and Neck
36551059,Papillary squamous cell carcinoma of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36532371,Papillary squamous cell carcinoma of overlapping lesion of nasopharynx,ICDO3,Head and Neck
36532499,Papillary squamous cell carcinoma of overlapping lesion of other and unspecified parts of mouth,ICDO3,Head and Neck
36541496,Papillary squamous cell carcinoma of overlapping lesion of palate,ICDO3,Head and Neck
36541197,Papillary squamous cell carcinoma of overlapping lesion of tongue,ICDO3,Head and Neck
36549596,Papillary squamous cell carcinoma of overlapping lesion of tonsil,ICDO3,Head and Neck
36555044,Papillary squamous cell carcinoma of overlapping lesions of oropharynx,ICDO3,Head and Neck
36524517,"Papillary squamous cell carcinoma of palate, NOS",ICDO3,Head and Neck
36520248,Papillary squamous cell carcinoma of parotid gland,ICDO3,Head and Neck
44500979,"Papillary squamous cell carcinoma of pharynx, NOS",ICDO3,Head and Neck
36533387,Papillary squamous cell carcinoma of postcricoid region,ICDO3,Head and Neck
36559306,Papillary squamous cell carcinoma of posterior wall of hypopharynx,ICDO3,Head and Neck
36566501,Papillary squamous cell carcinoma of posterior wall of nasopharynx,ICDO3,Head and Neck
36529292,Papillary squamous cell carcinoma of posterior wall of oropharynx,ICDO3,Head and Neck
36542413,Papillary squamous cell carcinoma of pyriform sinus,ICDO3,Head and Neck
44503134,Papillary squamous cell carcinoma of retromolar area,ICDO3,Head and Neck
36518933,"Papillary squamous cell carcinoma of soft palate, NOS",ICDO3,Head and Neck
36533873,Papillary squamous cell carcinoma of sphenoid sinus,ICDO3,Head and Neck
36536397,Papillary squamous cell carcinoma of subglottis,ICDO3,Head and Neck
36532951,Papillary squamous cell carcinoma of sublingual gland,ICDO3,Head and Neck
36521178,Papillary squamous cell carcinoma of submandibular gland,ICDO3,Head and Neck
36521400,Papillary squamous cell carcinoma of superior wall of nasopharynx,ICDO3,Head and Neck
44500189,Papillary squamous cell carcinoma of supraglottis,ICDO3,Head and Neck
36560779,"Papillary squamous cell carcinoma of tongue, NOS",ICDO3,Head and Neck
44500714,"Papillary squamous cell carcinoma of tonsil, NOS",ICDO3,Head and Neck
36548070,Papillary squamous cell carcinoma of tonsillar fossa,ICDO3,Head and Neck
36563381,Papillary squamous cell carcinoma of tonsillar pillar,ICDO3,Head and Neck
44502079,Papillary squamous cell carcinoma of upper Gum,ICDO3,Head and Neck
36531493,Papillary squamous cell carcinoma of uvula,ICDO3,Head and Neck
36518741,Papillary squamous cell carcinoma of vallecula,ICDO3,Head and Neck
36528130,"Papillary squamous cell carcinoma of ventral surface of tongue, NOS",ICDO3,Head and Neck
36556089,Papillary squamous cell carcinoma of vestibule of mouth,ICDO3,Head and Neck
36522611,"Pleomorphic carcinoma of accessory sinus, NOS",ICDO3,Head and Neck
36524748,"Pleomorphic carcinoma of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36519491,Pleomorphic carcinoma of anterior floor of mouth,ICDO3,Head and Neck
36549160,Pleomorphic carcinoma of anterior surface of epiglottis,ICDO3,Head and Neck
36552364,Pleomorphic carcinoma of anterior wall of nasopharynx,ICDO3,Head and Neck
36522049,"Pleomorphic carcinoma of base of tongue, NOS",ICDO3,Head and Neck
36553666,Pleomorphic carcinoma of border of tongue,ICDO3,Head and Neck
36553385,Pleomorphic carcinoma of cheeck mucosa,ICDO3,Head and Neck
36525588,Pleomorphic carcinoma of commissure of lip,ICDO3,Head and Neck
36563460,"Pleomorphic carcinoma of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36556594,Pleomorphic carcinoma of ethmoid sinus,ICDO3,Head and Neck
36536810,"Pleomorphic carcinoma of external lip, NOS",ICDO3,Head and Neck
36525157,Pleomorphic carcinoma of external lower lip,ICDO3,Head and Neck
36565140,Pleomorphic carcinoma of external upper lip,ICDO3,Head and Neck
36552828,"Pleomorphic carcinoma of floor of mouth, NOS",ICDO3,Head and Neck
36531868,Pleomorphic carcinoma of frontal sinus,ICDO3,Head and Neck
36541662,Pleomorphic carcinoma of glottis,ICDO3,Head and Neck
36524595,"Pleomorphic carcinoma of gum, NOS",ICDO3,Head and Neck
36543652,Pleomorphic carcinoma of hard palate,ICDO3,Head and Neck
36546476,Pleomorphic carcinoma of hypopharyngeal aspect of aryepiglottic fold,ICDO3,Head and Neck
36520177,"Pleomorphic carcinoma of hypopharynx, NOS",ICDO3,Head and Neck
36540861,Pleomorphic carcinoma of laryngeal cartilage,ICDO3,Head and Neck
36561978,"Pleomorphic carcinoma of larynx, NOS",ICDO3,Head and Neck
36538857,Pleomorphic carcinoma of lateral floor of mouth,ICDO3,Head and Neck
36548886,Pleomorphic carcinoma of lateral wall of nasopharynx,ICDO3,Head and Neck
36543285,Pleomorphic carcinoma of lateral wall of oropharynx,ICDO3,Head and Neck
36518694,Pleomorphic carcinoma of lingual tonsil,ICDO3,Head and Neck
36558113,"Pleomorphic carcinoma of lip, NOS",ICDO3,Head and Neck
36539030,Pleomorphic carcinoma of lower gum,ICDO3,Head and Neck
36545152,"Pleomorphic carcinoma of major salivary gland, NOS",ICDO3,Head and Neck
36561782,Pleomorphic carcinoma of maxillary sinus,ICDO3,Head and Neck
36541430,"Pleomorphic carcinoma of mouth, NOS",ICDO3,Head and Neck
36564034,"Pleomorphic carcinoma of mucosa of lip, NOS",ICDO3,Head and Neck
36535681,Pleomorphic carcinoma of mucosa of lower lip,ICDO3,Head and Neck
36549825,Pleomorphic carcinoma of mucosa of upper lip,ICDO3,Head and Neck
36560314,Pleomorphic carcinoma of nasal cavity,ICDO3,Head and Neck
36542928,"Pleomorphic carcinoma of nasopharynx, NOS",ICDO3,Head and Neck
36521527,"Pleomorphic carcinoma of oropharynx, NOS",ICDO3,Head and Neck
36531992,Pleomorphic carcinoma of overlapping lesion of accessory sinuses,ICDO3,Head and Neck
36564833,Pleomorphic carcinoma of overlapping lesion of floor of mouth,ICDO3,Head and Neck
36544286,Pleomorphic carcinoma of overlapping lesion of hypopharynx,ICDO3,Head and Neck
36547499,Pleomorphic carcinoma of overlapping lesion of larynx,ICDO3,Head and Neck
36535943,Pleomorphic carcinoma of overlapping lesion of lip,ICDO3,Head and Neck
36540121,"Pleomorphic carcinoma of overlapping lesion of lip, oral cavity and pharynx",ICDO3,Head and Neck
36527596,Pleomorphic carcinoma of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36565201,Pleomorphic carcinoma of overlapping lesion of nasopharynx,ICDO3,Head and Neck
36545864,Pleomorphic carcinoma of overlapping lesion of other and unspecified parts of mouth,ICDO3,Head and Neck
36563668,Pleomorphic carcinoma of overlapping lesion of palate,ICDO3,Head and Neck
36535628,Pleomorphic carcinoma of overlapping lesion of tongue,ICDO3,Head and Neck
36564683,Pleomorphic carcinoma of overlapping lesion of tonsil,ICDO3,Head and Neck
36543815,Pleomorphic carcinoma of overlapping lesions of oropharynx,ICDO3,Head and Neck
36539596,"Pleomorphic carcinoma of palate, NOS",ICDO3,Head and Neck
44500234,Pleomorphic carcinoma of parotid gland,ICDO3,Head and Neck
36552840,"Pleomorphic carcinoma of pharynx, NOS",ICDO3,Head and Neck
36539498,Pleomorphic carcinoma of postcricoid region,ICDO3,Head and Neck
36536341,Pleomorphic carcinoma of posterior wall of hypopharynx,ICDO3,Head and Neck
36547285,Pleomorphic carcinoma of posterior wall of nasopharynx,ICDO3,Head and Neck
36546667,Pleomorphic carcinoma of posterior wall of oropharynx,ICDO3,Head and Neck
36547479,Pleomorphic carcinoma of pyriform sinus,ICDO3,Head and Neck
36566486,Pleomorphic carcinoma of retromolar area,ICDO3,Head and Neck
36532817,"Pleomorphic carcinoma of soft palate, NOS",ICDO3,Head and Neck
36562866,Pleomorphic carcinoma of sphenoid sinus,ICDO3,Head and Neck
36527898,Pleomorphic carcinoma of subglottis,ICDO3,Head and Neck
36520114,Pleomorphic carcinoma of sublingual gland,ICDO3,Head and Neck
36552266,Pleomorphic carcinoma of submandibular gland,ICDO3,Head and Neck
36560478,Pleomorphic carcinoma of superior wall of nasopharynx,ICDO3,Head and Neck
36531658,Pleomorphic carcinoma of supraglottis,ICDO3,Head and Neck
36520996,"Pleomorphic carcinoma of tongue, NOS",ICDO3,Head and Neck
36550136,"Pleomorphic carcinoma of tonsil, NOS",ICDO3,Head and Neck
36558319,Pleomorphic carcinoma of tonsillar fossa,ICDO3,Head and Neck
36542561,Pleomorphic carcinoma of tonsillar pillar,ICDO3,Head and Neck
36539315,Pleomorphic carcinoma of upper Gum,ICDO3,Head and Neck
36538621,Pleomorphic carcinoma of uvula,ICDO3,Head and Neck
36517649,Pleomorphic carcinoma of vallecula,ICDO3,Head and Neck
36541773,"Pleomorphic carcinoma of ventral surface of tongue, NOS",ICDO3,Head and Neck
36520259,Pleomorphic carcinoma of vestibule of mouth,ICDO3,Head and Neck
36526987,"Polygonal cell carcinoma of accessory sinus, NOS",ICDO3,Head and Neck
36517534,"Polygonal cell carcinoma of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36538146,Polygonal cell carcinoma of anterior floor of mouth,ICDO3,Head and Neck
36559880,Polygonal cell carcinoma of anterior surface of epiglottis,ICDO3,Head and Neck
36553563,Polygonal cell carcinoma of anterior wall of nasopharynx,ICDO3,Head and Neck
36563073,"Polygonal cell carcinoma of base of tongue, NOS",ICDO3,Head and Neck
36557101,Polygonal cell carcinoma of border of tongue,ICDO3,Head and Neck
36547419,Polygonal cell carcinoma of cheeck mucosa,ICDO3,Head and Neck
36545130,Polygonal cell carcinoma of commissure of lip,ICDO3,Head and Neck
36543351,"Polygonal cell carcinoma of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36526929,Polygonal cell carcinoma of ethmoid sinus,ICDO3,Head and Neck
